,DateTime,Hydro,Utility Solar,Petroleum Liquids,All,Wind,Natural Gas,Other Renewable
137,2012-06-01,0.358768333333,,3.578535,599.162618333,0.160123333333,590.37724,5.13971083333
138,2012-07-01,0.367768333333,,3.56678285714,587.89498,0.167013333333,578.866460833,5.60564
139,2012-08-01,0.3817375,,3.67842666667,582.924341667,0.1717775,574.243710833,5.2799725
140,2012-09-01,0.384335833333,,,562.201354167,0.17996,554.24283,4.603295
141,2012-10-01,0.389248333333,,,557.800385833,0.187598333333,550.248210833,4.18283666667
142,2012-11-01,0.381615,,,545.282886667,0.195143333333,537.415475,4.32842
143,2012-12-01,0.377355,,,537.257601667,0.211515,529.455878333,4.29535833333
144,2013-01-01,0.37059,,,520.567226667,0.215834166667,511.590868333,4.39408
145,2013-02-01,0.370920833333,,,523.712445833,0.284648333333,509.873383333,5.797635
146,2013-03-01,0.363336666667,,,528.9119025,0.3416325,514.335823333,6.83354333333
147,2013-04-01,0.3512525,,,527.4595125,0.410463333333,509.629966667,8.54967083333
148,2013-05-01,0.350375,0.372733333333,,522.36083,0.471091666667,502.928496667,10.17315
149,2013-06-01,0.3579375,0.439160833333,,503.0949475,0.511849166667,482.027924167,11.8255125
150,2013-07-01,0.345081666667,0.5107,,508.057605,0.547258333333,486.517781667,12.3449008333
151,2013-08-01,0.3358825,0.576630833333,,508.0551825,0.583845833333,485.348469167,13.661565
152,2013-09-01,0.339439166667,0.6432275,,512.508550833,0.6077825,488.169733333,15.300775
153,2013-10-01,0.3305575,0.7088225,,516.045039167,0.651836666667,490.674735,16.3655925
154,2013-11-01,0.328363333333,0.766844166667,,513.802438333,0.712385833333,488.129639167,16.8843358333
155,2013-12-01,0.3257,0.8137875,,513.840076667,0.77771,487.152255833,17.8978983333
156,2014-01-01,0.330330833333,0.816915833333,,523.479019167,0.826418333333,496.9125825,18.8678666667
157,2014-02-01,0.3237325,0.8353075,,517.320610833,0.827303333333,493.567785833,19.2421183333
158,2014-03-01,0.3203,0.865483333333,,523.4371575,0.826543333333,492.698761667,19.806815
159,2014-04-01,0.318339166667,0.900781666667,,537.308980833,0.8244725,508.004940833,19.8426741667
160,2014-05-01,0.310865,0.941348333333,,525.002515833,0.8202725,495.8022325,19.7412525
161,2014-06-01,0.2911925,0.97109,,549.231278333,0.830230833333,519.973249167,19.8102441667
162,2014-07-01,0.294855,0.996365,,562.394874167,0.83115,533.017546667,19.9179341667
163,2014-08-01,0.288106666667,1.04301916667,,573.762513333,0.826045,544.339149167,19.9554083333
