,DateTime,Hydro,Coal,Utility Solar,Petroleum Liquids,All,Wind,Natural Gas,Petroleum Coke,Other Renewable,Geothermal,Nuclear
145,2013-02-01,1906.05350167,65.2144966667,342.223423333,4.17452833333,16694.5566942,1069.9651825,10040.5691825,1.73615666667,2987.49106583,1019.0403975,1486.39625
146,2013-03-01,1841.25881583,62.3752683333,365.487418333,4.17146333333,16738.7643658,1078.6164575,10125.3329567,1.73615666667,3015.74852833,1014.2353375,1486.87666667
147,2013-04-01,1771.94232,66.7124933333,405.730908333,4.14057166667,16709.6957733,1078.56611833,10127.0521617,1.73615666667,3055.54504167,1007.17360167,1483.91066667
148,2013-05-01,1702.80290083,66.29721,455.975343333,3.9626925,16742.2768533,1058.21273833,10193.9651283,1.73615666667,3091.93014417,1008.06621167,1485.49966667
149,2013-06-01,1650.40477167,65.7812408333,515.1697975,3.6901775,16778.6326842,1060.33927167,10231.159185,1.6866225,3150.51759583,1006.50142083,1485.68166667
150,2013-07-01,1597.47993083,65.6129625,575.92683,3.7186325,16723.7655425,1079.27256417,10140.9498067,1.62797,3235.18176167,1006.2723775,1497.6565
151,2013-08-01,1525.26909833,65.6898608333,630.546939167,3.73016333333,16708.5778242,1078.85754583,10126.7451292,1.64363333333,3290.3254975,1004.16385333,1512.4465
152,2013-09-01,1464.7935,66.3770433333,682.507531667,3.72616333333,16680.3741417,1077.9549775,10122.409345,1.6653275,3341.9754,1002.71921083,1497.473
153,2013-10-01,1422.067265,67.0666875,733.512411667,3.9068325,16709.7234508,1060.8701975,10167.5990858,1.64759916667,3376.88411,1001.00515,1495.60908333
154,2013-11-01,1388.62226333,67.4366516667,780.286634167,4.02671666667,16831.6682292,1061.55266333,10329.4113767,1.57167916667,3424.176955,999.416940833,1442.24033333
155,2013-12-01,1371.85058583,67.1771458333,813.595395833,4.0218375,16742.1736575,1073.91692083,10220.2204567,1.57167916667,3473.35940583,1008.01980167,1427.85925
156,2014-01-01,1377.61168,67.0632991667,827.651239167,3.95376416667,16567.3018158,1082.70813167,10035.5362908,1.57167916667,3493.06310667,1008.47733417,1415.49816667
157,2014-02-01,1381.10240833,67.2620425,854.5474875,3.91803166667,16444.841295,1056.66075583,9911.38235083,1.57167916667,3494.89826,1012.80943083,1412.69658333
158,2014-03-01,1395.25416333,67.0994083333,894.866936667,3.92446833333,16279.1421,1038.9650725,9651.10460583,1.57167916667,3520.56957417,1017.55853667,1473.29233333
159,2014-04-01,1390.6711925,62.4920466667,940.302713333,3.91015083333,16297.9452958,1019.87659083,9595.27215083,1.57167916667,3544.5001025,1021.58686917,1534.451
160,2014-05-01,1353.80591917,60.1757808333,988.402251667,4.04946333333,16251.9035392,1016.1777,9547.405935,1.57167916667,3579.90501167,1016.62619833,1534.51241667
161,2014-06-01,1285.12906917,58.4048083333,1028.947415,5.29683083333,16169.5631842,1009.10952,9479.49147917,1.3922225,3618.21564583,1019.47232083,1535.88908333
162,2014-07-01,1228.3690175,50.6849341667,1064.79956083,6.4933525,16325.1352008,993.314235833,9671.65472167,0.9943225,3636.2640525,1020.74783667,1536.88016667
163,2014-08-01,1193.54915417,42.8550033333,1113.18087583,6.56149583333,16352.8135008,996.4189275,9693.071505,0.686774166667,3685.1847675,1020.79116,1538.41316667
164,2014-09-01,1175.7753175,35.0002241667,1156.2823175,6.6630125,16456.2849967,1016.20211833,9735.83723167,0.308599166667,3744.92276083,1020.30951417,1551.55733333
165,2014-10-01,1185.92192333,27.7633566667,1178.2656575,6.7298475,16437.5898392,1004.69798917,9726.04013917,0.00174083333333,3739.784385,1008.61194917,1545.03466667
166,2014-11-01,1177.34267333,24.83308,1191.72825667,6.86877666667,16386.9964475,997.037705,9700.1841575,0.0,3731.267095,1002.97264167,1542.00833333
167,2014-12-01,1161.32850667,24.5232016667,1211.83234167,6.89530333333,16361.1984242,989.883431667,9696.05677583,0.0,3735.17989917,995.329361667,1537.61808333
