,DateTime,Hydro,Coal,Utility Solar,Petroleum Liquids,All,Wind,Natural Gas,Petroleum Coke,Other Renewable,Geothermal,Nuclear
168,2015-01-01,1150.708175,24.8228383333,1234.53200667,7.04290833333,16391.9881383,1019.12987833,9678.30072417,0.0,3782.91428917,990.261251667,1542.11541667
169,2015-02-01,1169.20261917,25.0027541667,1237.46177417,6.9390975,16431.0903183,1061.10214833,9662.99269667,0.721070833333,3811.6155575,980.704539167,1552.65691667
170,2015-03-01,1222.2938,25.16778,1262.59488167,6.93201833333,16527.8919483,1053.531175,9689.6823225,1.13874916667,3823.65795083,974.202516667,1557.34858333
171,2015-04-01,1378.15842,25.3013533333,1267.55373833,6.97393083333,16513.0965725,1093.46356,9491.25574083,1.55568,3853.88456083,964.696676667,1557.42741667
172,2015-05-01,1526.30931583,25.3264558333,1278.01846083,6.87024666667,16469.2861558,1098.74081167,9296.8726,2.1561625,3861.23612,957.4741125,1556.57875
173,2015-06-01,1688.46825833,25.37321,1316.328865,6.8485625,16443.2919475,1091.618155,9156.5276575,2.89384833333,3882.15728,950.6077425,1485.75375
174,2015-07-01,1836.16714083,25.3465291667,1344.30919,6.55379166667,16458.9798958,1091.78385833,9011.72053667,3.52858083333,3898.59440833,943.453595833,1476.302
175,2015-08-01,1964.44433917,25.4380733333,1393.1589175,7.49071666667,16519.2970342,1112.79195833,8887.43215083,3.94282916667,3959.2544725,939.714188333,1477.4475
176,2015-09-01,2062.60532167,25.29941,1437.58595333,7.46116416667,16551.6579942,1108.49269333,8802.10459083,4.49117416667,3992.023135,936.9366,1479.08375
177,2015-10-01,2139.415305,25.7208191667,1485.57116917,7.76807083333,16464.5294067,1123.57292667,8561.97479167,5.08963416667,4060.80278083,946.280889167,1487.16408333
178,2015-11-01,2207.12880167,26.6371408333,1525.3868775,7.74493916667,16434.069975,1145.95136417,8341.24693,5.75380333333,4122.65495167,946.679475,1545.49866667
179,2015-12-01,2292.19309083,26.7857041667,1553.62600083,7.69126,16413.1586508,1138.41515083,8201.28841917,6.35689333333,4142.99773833,949.547496667,1566.48266667
180,2016-01-01,2411.8434575,26.572985,1567.22592833,7.64883916667,16413.6012817,1125.75322333,8089.471995,6.9829125,4142.6886725,954.774918333,1575.6315
181,2016-02-01,2638.35520417,26.3422633333,1587.05616083,7.6952975,16600.2184383,1135.16065833,8001.44525333,6.26184166667,4176.80289917,962.721070833,1571.876
182,2016-03-01,2807.082865,26.2118666667,1576.31616667,8.09933,16649.6549283,1152.82565,7884.25868583,5.84416333333,4179.9436075,964.972855833,1567.19725
183,2016-04-01,2948.95815167,26.1059916667,1633.23210167,8.11744916667,16754.44321,1122.37955083,7818.91878,5.4272325,4215.65080417,971.4030425,1556.71341667
184,2016-05-01,3083.94621917,25.5640333333,1682.64468667,8.141845,16832.8768958,1111.47052,7730.67851417,4.82675,4262.22364,981.340875833,1538.17716667
185,2016-06-01,3230.49090917,24.4884041667,1749.65720583,6.77208083333,17000.2291342,1113.56594667,7690.1269775,4.08906416667,4329.32126417,979.082158333,1537.64475
186,2016-07-01,3328.54363417,24.6717366667,1842.97477333,5.8675975,17000.1681542,1108.89767833,7561.47935667,3.45433166667,4417.19420667,979.629088333,1490.45291667
187,2016-08-01,3405.14382833,24.4245783333,1888.56615833,4.78862583333,17039.8174625,1083.87924417,7508.22984,3.04008333333,4435.88599667,979.192305,1486.49825
188,2016-09-01,3490.94095167,24.5246666667,1919.13800833,4.64679333333,17154.7185008,1096.0773725,7480.87313,2.49173833333,4476.53674,977.928384167,1486.24975
189,2016-10-01,3536.26195167,24.3846233333,1955.23022667,4.14557083333,17218.9857883,1112.96863,7447.28421667,1.89327833333,4526.01357833,976.645004167,1485.621
190,2016-11-01,3561.61281167,24.3179691667,2001.38617833,3.96634416667,17211.0872533,1105.00763583,7375.35817833,1.22910916667,4552.59980333,968.263195,1492.19816667
191,2016-12-01,3569.60449083,24.3307016667,1997.23108917,3.98534416667,17238.6975167,1102.48077333,7389.97347167,0.626019166667,4546.66967417,966.48055,1492.77258333
192,2017-01-01,3530.26176667,24.2576816667,2029.40961583,3.81635166667,17178.8660067,1068.57143917,7362.51106333,0.0,4545.31873833,963.2992225,1491.75658333
193,2017-02-01,3344.25458417,24.28427,2064.2223,3.74716,16971.0969617,1090.10463917,7294.34237167,0.0,4606.81176333,962.069068333,1493.50908333
194,2017-03-01,3144.0586875,24.2569225,2121.3952325,3.88574416667,16873.7142442,1117.35429667,7334.25956,0.0,4700.78220417,966.7095875,1448.20016667
195,2017-04-01,2921.1108225,23.95857,2130.24820333,3.88107,16789.6929208,1151.75692917,7478.91348333,0.0,4744.36213333,967.638894167,1404.68233333
196,2017-05-01,2818.46811417,24.1663016667,2164.84946417,3.81787916667,16794.3786758,1171.37259,7530.87233667,0.0,4792.06449333,960.911955,1415.81308333
197,2017-06-01,2663.98589917,24.9950416667,2185.07184667,4.07123,16666.08134,1161.41592917,7471.73683083,0.0,4808.79379583,968.679326667,1486.03391667
198,2017-07-01,2529.4644675,24.7796375,2199.5710375,4.1876075,16541.8908333,1143.15794,7419.06892833,0.0,4808.1438175,973.337589167,1542.49025
199,2017-08-01,2429.97774417,24.7997066667,2203.9812875,5.83318833333,16592.5772117,1107.17378917,7592.85631167,0.0,4778.28289,976.8912175,1545.69175
200,2017-09-01,2339.35586917,24.849325,2225.59561833,5.87499416667,16442.0485025,1069.7860425,7565.13857667,0.0,4762.94876083,980.640705833,1540.52408333
201,2017-10-01,2291.468005,24.750955,2248.45894083,5.72244083333,16319.2679175,1034.01246833,7507.20728583,0.0,4750.63204083,983.431833333,1539.8135
202,2017-11-01,2241.8913625,24.2302333333,2241.7019525,5.7272825,16339.0589792,1047.38641,7573.12209917,0.0,4766.661785,990.7355325,1538.50316667
203,2017-12-01,2191.38320167,23.8246241667,2260.5312875,5.72127083333,16418.9381917,1086.50068417,7647.64997833,0.0,4827.23453167,995.190921667,1533.91741667
204,2018-01-01,2158.1285375,23.4440116667,2245.91564833,5.80371916667,16435.5743,1137.5048925,7683.51712417,0.0,4866.9723675,1002.23067833,1517.79325
205,2018-02-01,2153.02188167,23.3827258333,2243.69995833,5.82395,16476.0374675,1133.34937,7743.01946917,0.0,4858.21619083,1001.9972025,1519.08133333
206,2018-03-01,2243.70878818,23.2880690909,2288.40253727,5.52370545455,16802.0585864,1139.39118636,7880.62756909,0.0,4914.39929,1006.49024636,1567.84709091
207,2018-04-01,2288.379462,23.268714,2306.72274,5.751383,17040.445287,1118.065258,8017.54712,0.0,4909.233477,1005.458845,1619.9391
208,2018-05-01,2192.88079,23.4284755556,2279.34461556,6.08085888889,17262.6739689,1083.45056667,8369.16664889,0.0,4864.16543667,1018.19777667,1628.106
209,2018-06-01,2078.84443625,23.31207875,2192.91576,6.0490925,17471.5404138,1031.21140125,8847.8343325,0.0,4722.8159675,1015.4916525,1621.271125
210,2018-07-01,1964.44203,23.1789714286,2056.95221143,6.24628285714,17478.3476971,979.198588571,9179.37114429,0.0,4536.08328429,1017.86276,1618.98028571
