,DateTime,Hydro,Coal,Utility Solar,Petroleum Liquids,All,Wind,Natural Gas,Other Renewable
0,2001-01-01,285.98875,300.973333333,,4.29383333333,616.728583333,0.0725833333334,25.4000833333,0.0725833333333
1,2001-02-01,281.863416667,301.59625,,2.35833333333,610.94575,0.1055,25.02225,0.1055
2,2001-03-01,279.20075,299.148666667,,1.2505,604.153416667,0.15275,24.40075,0.15275
3,2001-04-01,285.785333333,299.664916667,,1.13166666667,607.994333333,0.193166666667,21.21925,0.193166666667
4,2001-05-01,310.220166667,297.205666667,,0.974333333333,626.604833333,0.240583333333,17.9640833333,0.240583333333
5,2001-06-01,328.4495,297.164416667,,0.72075,641.126916667,0.289916666667,14.5023333333,0.289916666667
6,2001-07-01,349.88975,296.513416667,,0.556416666667,660.232166667,0.32375,12.9488333333,0.32375
7,2001-08-01,360.639666667,297.41,,0.58425,670.618583333,0.348916666667,11.63575,0.348916666667
8,2001-09-01,364.020916667,296.819666667,,0.45725,669.670166667,0.38275,7.98958333333,0.38275
9,2001-10-01,364.060833333,284.309916667,,0.457333333333,656.968583333,0.423583333333,7.71691666667,0.423583333333
10,2001-11-01,364.343916667,270.59425,,0.455666666667,643.393416667,0.458,7.54158333333,0.458
11,2001-12-01,365.078583333,273.523166667,,0.43075,646.979083333,0.500916666667,7.44566666667,0.500916666667
12,2002-01-01,362.804416667,272.626916667,,0.413416666667,643.4965,0.503583333333,7.14816666667,0.503583333333
13,2002-02-01,365.597666667,272.006916667,,0.490416666667,646.711416667,0.504833333333,8.11158333333,0.504833333333
14,2002-03-01,367.345333333,270.935333333,,0.634166666667,647.9325,0.485,8.53266666667,0.485
15,2002-04-01,368.610833333,267.5,,0.752333333333,646.559166667,0.490416666667,9.20558333333,0.490416666667
16,2002-05-01,370.566416667,265.446916667,,0.82425,647.042666667,0.49925,9.70583333333,0.49925
17,2002-06-01,374.321916667,270.060666667,,0.778416666667,655.3365,0.49675,9.67875,0.49675
18,2002-07-01,368.130416667,263.35625,,0.80425,642.870416667,0.497333333333,10.0821666667,0.497333333333
19,2002-08-01,365.102166667,263.85775,,0.826,641.1145,0.489333333333,10.83925,0.489333333333
20,2002-09-01,359.70225,266.892166667,,0.893166666667,641.267833333,0.478333333333,13.3019166667,0.478333333333
21,2002-10-01,362.178833333,279.017083333,,0.94725,656.1425,0.463333333333,13.536,0.463333333333
22,2002-11-01,363.425083333,300.058666667,,0.944166666667,679.6645,1.28225,13.9543333333,1.28225
23,2002-12-01,355.279333333,300.22,,0.979583333333,673.368,2.39725,14.4918333333,2.39725
24,2003-01-01,356.358583333,285.933583333,,1.33816666667,661.986416667,3.68741666667,14.6686666667,3.68741666667
25,2003-02-01,356.161083333,286.841955833,,2.41160583333,664.56325,4.73566666667,14.4129383333,4.73566666667
26,2003-03-01,358.975916667,290.703179167,,2.25179083333,671.145048333,5.955,13.2591625,5.955
27,2003-04-01,351.772166667,294.904581667,,2.1250425,668.50772,7.26916666667,12.4367625,7.26916666667
28,2003-05-01,346.993916667,297.7609675,,2.07148083333,666.803404167,8.33591666667,11.6411233333,8.33591666667
29,2003-06-01,355.890916667,300.474486667,,2.05753583333,679.422955833,9.50341666667,11.4966008333,9.50341666667
30,2003-07-01,355.457916667,300.576185,,2.0762775,679.237943333,10.2339166667,10.8936491667,10.2339166667
31,2003-08-01,353.928833333,296.861806667,,2.1711725,673.8332675,10.9653333333,9.90612333333,10.9653333333
32,2003-09-01,350.741916667,293.724229167,,2.06747166667,666.75629,11.85775,8.36492416667,11.85775
33,2003-10-01,333.3075,292.65483,,2.03089416667,649.8186,12.9775833333,8.84779416667,12.9775833333
34,2003-11-01,313.44625,286.048378333,,2.03646166667,623.7404325,13.3855,8.82384416667,13.3855
35,2003-12-01,300.667666667,286.858100833,,1.97328083333,611.42905,13.2365,8.69350333333,13.2365
36,2004-01-01,299.792416667,301.666750833,,1.89758416667,625.851166667,13.1398333333,9.35458333333,13.1398333333
37,2004-02-01,300.047166667,301.211015,,0.819305833333,624.2441075,13.0963333333,9.07028833333,13.0963333333
38,2004-03-01,291.2025,299.184184167,,0.837715,613.036595,12.6474166667,9.16477916667,12.6474166667
39,2004-04-01,297.8555,296.812546667,,0.8607325,617.924963333,12.3575833333,10.0386016667,12.3575833333
40,2004-05-01,291.9225,282.212259167,,0.874009166667,599.858800833,12.6681666667,12.1818658333,12.6681666667
41,2004-06-01,274.665583333,255.788355833,,0.927475,558.616575833,12.7575,14.4776616667,12.7575
42,2004-07-01,261.069,258.806589167,,1.7753375,552.5721975,13.1050833333,17.8161866667,13.1050833333
43,2004-08-01,253.555666667,260.055514167,,1.74601,548.985696667,13.319,20.309505,13.319
