,DateTime,Hydro,Coal,Utility Solar,Petroleum Liquids,All,Wind,Natural Gas,Petroleum Coke,Other Renewable,Nuclear
0,2001-01-01,100.027833333,11258.32675,-0.000416666666658,157.476333333,31048.33375,98.9591666667,15842.5818333,76.1405833333,181.7454125,3180.23858333
1,2001-02-01,95.9505,11295.0260833,-0.000416666666658,46.4790833333,31007.692,115.894916667,15851.69325,77.50575,197.621955833,3181.03691667
2,2001-03-01,93.18975,11335.1048333,-0.000416666666658,33.4876666667,31150.2633333,120.30825,15938.74475,80.1464166667,202.047165833,3195.503
3,2001-04-01,85.65025,11278.8868333,-0.000416666666658,32.44475,31258.1335,132.872,16004.4849167,78.71475,215.972983333,3281.96375
4,2001-05-01,85.459,11326.3745,-0.000416666666658,29.4373333333,31379.2614167,142.99175,16059.1784167,81.1993333333,226.997488333,3275.9035
5,2001-06-01,84.2500833333,11396.2160833,-0.000416666666658,28.80525,31456.6888333,156.417083333,16055.4324167,82.6061666667,242.1552925,3267.70283333
6,2001-07-01,83.66675,11433.911,-0.000416666666658,28.34875,31594.0284167,170.213416667,16131.3698333,84.541,261.335120833,3251.10333333
7,2001-08-01,90.8574166667,11434.3818333,-0.000416666666658,28.2675,31564.32275,182.020583333,16052.77475,84.3603333333,274.838691667,3248.77316667
8,2001-09-01,93.0885,11471.7555833,-0.000249999999991,28.35175,31677.94775,197.9965,16056.1430833,86.4250833333,296.241105,3275.92166667
9,2001-10-01,92.9505,11520.886,9.02981393362e-15,28.97225,31860.5994167,205.321583333,16165.257,87.8620833333,307.855996667,3270.96158333
10,2001-11-01,92.6051666667,11628.13975,9.02981393362e-15,28.8953333333,31970.1815833,209.502083333,16207.3166667,94.48275,315.455203333,3202.97283333
11,2001-12-01,92.4475,11705.8168333,9.02981393362e-15,26.0225833333,32027.69825,216.256,16318.7314167,103.808166667,324.631693333,3050.35391667
12,2002-01-01,93.6245,11820.6034167,9.02981393362e-15,27.631,32135.7116667,221.342,16369.4506667,107.44925,331.270934167,2968.167
13,2002-02-01,94.9018333333,11941.133,9.02981393362e-15,32.17325,32216.3355833,211.662833333,16383.6701667,110.513666667,323.123074167,2896.69333333
14,2002-03-01,94.7723333333,11937.1173333,9.02981393362e-15,58.7956666667,32248.9583333,211.287083333,16448.5713333,106.514333333,324.35325,2828.89366667
15,2002-04-01,94.4040833333,11920.4175833,9.02981393362e-15,67.2505833333,32139.47875,209.374666667,16404.3056667,105.820833333,323.04575,2759.1105
16,2002-05-01,89.6755833333,11988.5534167,9.02981393362e-15,69.3506666667,32044.4010833,211.324666667,16235.75575,99.5528333333,328.833083333,2755.19233333
17,2002-06-01,88.5484166667,12001.0979167,9.02981393362e-15,88.40075,32092.4030833,206.72025,16348.58925,91.8569166667,324.888833333,2651.94541667
18,2002-07-01,89.0349166667,12012.2719167,9.02981393362e-15,114.426333333,31947.9764167,203.013083333,16232.1280833,84.02,321.562083333,2594.90116667
19,2002-08-01,82.3556666667,12011.57175,9.02981393362e-15,129.987416667,31789.90925,204.809083333,16188.7735,77.8244166667,324.18025,2484.749
20,2002-09-01,82.0956666667,12021.3724167,9.02981393362e-15,130.367583333,31713.7331667,200.2345,16135.5178333,72.6593333333,317.601583333,2460.12516667
21,2002-10-01,81.0773333333,12069.3875,9.02981393362e-15,130.716666667,31550.9135833,202.949333333,15904.3868333,72.546,320.199833333,2470.37883333
22,2002-11-01,80.3368333333,12181.87425,9.02981393362e-15,130.9865,31571.8369167,202.50875,15717.0589167,73.1894166667,318.463833333,2557.48816667
23,2002-12-01,79.0618333333,12260.0699167,0.446576666667,131.058083333,31651.08775,207.286416667,15542.3920833,72.9394166667,322.502333333,2710.76616667
24,2003-01-01,74.7115833333,12249.1259167,,137.147333333,31599.9736667,214.154333333,15409.2791667,72.4573333333,330.477916667,2786.457
25,2003-02-01,67.1577766667,12212.2810833,,134.4923425,31489.6165192,220.997161667,15293.5096475,71.1973366667,337.286795833,2853.15933333
26,2003-03-01,62.7033191667,12311.1071667,,102.731604167,31576.85427,226.076490833,15240.7080425,73.90093,341.271604167,2934.85033333
27,2003-04-01,69.8293083333,12326.9880833,,87.6612658333,31640.219475,232.510884167,15232.0672542,76.1677375,347.424465,2999.67975
28,2003-05-01,66.389285,12294.1343333,,85.6239083333,31639.6372542,236.216410833,15333.3368208,82.7075791667,347.056855,2936.49425
29,2003-06-01,69.8985183333,12350.1903333,,66.8258783333,31687.7584517,251.5247025,15217.0142325,90.1140491667,360.527306667,3050.10675
30,2003-07-01,76.7155391667,12334.1200833,,41.7347058333,31758.9634567,257.830713333,15236.42315,98.4573775,363.3888575,3130.64775
31,2003-08-01,78.2291425,12369.7073333,,26.3954783333,31870.7314775,256.265383333,15209.1007158,107.055524167,359.806565,3253.73225
32,2003-09-01,76.8456483333,12393.6081667,,26.3135725,31771.5699408,253.583914167,15071.0206075,113.263168333,355.309095833,3285.76725
33,2003-10-01,76.934685,12426.3446667,,26.6029208333,31988.6410192,254.6639925,15266.5897983,113.999226667,353.4442775,3288.71316667
34,2003-11-01,76.4848125,12398.1163333,,26.8662316667,32249.6879308,258.35633,15501.2004933,117.118471667,354.809180833,3352.72625
35,2003-12-01,88.6445783333,12338.9726667,,27.21932,32278.1936608,259.249065,15585.5568925,116.951890833,354.2264425,3358.66208333
36,2004-01-01,108.384080833,12407.0545833,,25.5370483333,32524.9276917,261.474166667,15729.5552558,118.53843,353.890630833,3369.61433333
37,2004-02-01,119.044855,12440.0109167,,23.9682791667,32636.371315,266.364370833,15781.8711608,117.545595833,357.9043225,3381.57783333
38,2004-03-01,130.122649167,12401.76475,,23.789355,32507.7827083,262.840176667,15724.340715,118.0429325,353.897601667,3344.75
39,2004-04-01,129.751598333,12490.36525,,23.4064308333,32529.8122167,267.60431,15715.4760008,118.915244167,358.836188333,3284.33291667
40,2004-05-01,137.926105,12440.574,,23.03816,32530.7466425,278.218580833,15721.1718567,115.622181667,369.770296667,3319.08991667
41,2004-06-01,135.828931667,12409.9495,,23.2593266667,32485.4009483,277.5476925,15701.457475,115.7574575,369.109388333,3334.05083333
42,2004-07-01,130.863191667,12434.8075833,,22.2312825,32740.16102,291.030223333,15929.3333517,113.675645,383.047466667,3335.50508333
43,2004-08-01,130.383698333,12403.3885,,22.664915,32861.6466192,298.368719167,16080.2608317,111.850553333,390.0025275,3336.93508333
44,2004-09-01,130.80341,12390.1143333,,22.8940383333,33107.0850892,306.763829167,16327.2321292,111.787863333,398.523320833,3336.87783333
45,2004-10-01,132.881769167,12355.8526667,,23.7746075,33242.0642058,315.5611375,16493.1531633,112.4223425,407.070428333,3335.41983333
46,2004-11-01,135.881389167,12320.84275,,23.6821675,33043.7257192,326.894683333,16456.1153425,112.860148333,418.061285,3204.142
47,2004-12-01,126.853135,12399.7541667,,22.2219366667,33091.8176617,334.095200833,16460.93511,114.132590833,425.42838,3180.21116667
48,2005-01-01,111.046666667,12363.1685833,,16.7540983333,33055.7268458,353.10075,16472.1048675,115.1371725,444.634300833,3186.04108333
49,2005-02-01,103.678234167,12299.3788333,,16.1969441667,32833.3292042,371.678696667,16298.4323383,118.514475,463.693968333,3188.83866667
50,2005-03-01,94.7576416667,12225.7726667,,16.7731491667,32824.5318375,389.711150833,16319.5420483,119.69577,482.492448333,3221.03258333
51,2005-04-01,84.6993266667,12149.2518333,,16.6262525,32858.9726842,406.579905833,16342.7511067,120.582211667,499.17935,3300.92266667
52,2005-05-01,79.1259116667,12159.0298333,,16.3387258333,33095.2310675,420.96868,16442.9065208,124.8723975,513.9563525,3412.03141667
53,2005-06-01,76.5539883333,12109.6859167,,17.6164075,33282.3337158,441.552691667,16646.4246608,127.555765833,534.451824167,3414.05158333
54,2005-07-01,73.2551983333,12094.208,,18.4219316667,33260.7263558,444.653360833,16630.2713417,132.201718333,537.267635833,3415.02458333
55,2005-08-01,69.4625808333,12145.6711667,,18.5536816667,33358.0643175,458.251450833,16651.5356717,135.027841667,551.823151667,3416.67741667
56,2005-09-01,67.3479041667,12169.4254167,,18.1641291667,33529.3628858,466.329713333,16782.5604742,136.229010833,560.049400833,3419.28166667
57,2005-10-01,63.4370775,12193.9659167,,16.2061166667,33377.0734725,481.834259167,16593.0659592,137.219193333,576.79491,3416.63833333
58,2005-11-01,60.7642033333,12260.4049167,,15.4228833333,33474.2456875,508.518826667,16593.7474333,135.3208725,603.399889167,3416.02141667
59,2005-12-01,58.3641475,12219.3309167,,15.9456491667,33422.4103325,545.295811667,16521.4493933,134.799204167,640.456305,3434.02216667
60,2006-01-01,55.1642508333,12199.2784167,,15.7335566667,33381.9064783,555.876250833,16489.1861083,133.365021667,651.521656667,3438.68983333
61,2006-02-01,62.94067,12234.7134175,,21.043135,33874.0810083,552.778013333,16927.9486567,131.0418175,649.770179167,3443.36333333
62,2006-03-01,71.9599375,12274.1926792,,20.7518883333,34010.8399758,576.662975833,17006.5456883,124.3806175,673.954956667,3434.47166667
63,2006-04-01,69.6897425,12230.7206775,,21.0095333333,34020.1085325,593.6883775,17149.7318567,115.583499167,691.823703333,3337.21325
64,2006-05-01,66.882465,12271.5859408,,21.0055916667,33863.08103,609.816296667,17063.8717208,115.120081667,707.9402875,3217.48108333
65,2006-06-01,69.7381091667,12277.4948767,,19.3724816667,33661.334485,606.843919167,16862.1950467,111.485595,704.568621667,3224.86933333
66,2006-07-01,81.4313733333,12306.62969,,18.6406683333,33526.10206,614.2404,16681.4082775,108.384983333,711.758535,3230.91483333
67,2006-08-01,107.2561475,12301.7894292,,17.4989133333,33290.3038567,611.232300833,16434.6195225,104.096459167,708.821825833,3237.05375
68,2006-09-01,123.359233333,12285.0977283,,16.7848791667,33217.2449133,653.6712625,16326.7793367,101.042566667,752.148773333,3240.76641667
69,2006-10-01,138.773064167,12226.8656175,,16.5104491667,33363.8208983,673.7047575,16488.800025,97.3174025,772.1183325,3252.90616667
70,2006-11-01,138.885360833,12180.93902,,16.0466941667,33545.7146542,706.101389167,16534.761665,97.0576675,808.02647,3394.40958333
71,2006-12-01,138.329779167,12232.7314517,,15.5319391667,33701.1300208,720.912586667,16611.0405883,94.8416275,825.5427675,3410.98416667
